3 3

points[21][12] =

	0.125000	0.216506	-0.500000
	0.072169	0.041667	-0.500000
	0.250000	0.000000	-0.500000
	0.072169	-0.041667	-0.500000
	0.125000	-0.216506	-0.500000
	0.000000	-0.083333	-0.500000
	-0.125000	-0.216506	-0.500000
	-0.072169	-0.041667	-0.500000
	-0.250000	0.000000	-0.500000
	-0.072169	0.041667	-0.500000
	-0.125000	0.216506	-0.500000
	0.000000	0.083333	-0.500000
	0.136197	0.267302	-0.450000
	0.083867	0.054464	-0.450000
	0.299589	0.015701	-0.450000
	0.089101	-0.045399	-0.450000
	0.163392	-0.251601	-0.450000
	0.005234	-0.099863	-0.450000
	-0.136197	-0.267302	-0.450000
	-0.083867	-0.054464	-0.450000
	-0.299589	-0.015701	-0.450000
	-0.089101	0.045399	-0.450000
	-0.163392	0.251601	-0.450000
	-0.005234	0.099863	-0.450000
	0.142358	0.319741	-0.400000
	0.094385	0.068575	-0.400000
	0.348083	0.036585	-0.400000
	0.106580	-0.047453	-0.400000
	0.205725	-0.283156	-0.400000
	0.012195	-0.116028	-0.400000
	-0.142358	-0.319741	-0.400000
	-0.094385	-0.068575	-0.400000
	-0.348083	-0.036585	-0.400000
	-0.106580	0.047453	-0.400000
	-0.205725	0.283156	-0.400000
	-0.012195	0.116028	-0.400000
	0.143347	0.373432	-0.350000
	0.103619	0.083909	-0.350000
	0.395075	0.062574	-0.350000
	0.124477	-0.047782	-0.350000
	0.251728	-0.310858	-0.350000
	0.020858	-0.131692	-0.350000
	-0.143347	-0.373432	-0.350000
	-0.103619	-0.083909	-0.350000
	-0.395075	-0.062574	-0.350000
	-0.124477	0.047782	-0.350000
	-0.251728	0.310858	-0.350000
	-0.020858	0.131692	-0.350000
	0.139058	0.427975	-0.300000
	0.111472	0.100370	-0.300000
	0.440166	0.093560	-0.300000
	0.142658	-0.046353	-0.300000
	0.301109	-0.334415	-0.300000
	0.031187	-0.146722	-0.300000
	-0.139058	-0.427975	-0.300000
	-0.111472	-0.100370	-0.300000
	-0.440166	-0.093560	-0.300000
	-0.142658	0.046353	-0.300000
	-0.301109	0.334415	-0.300000
	-0.031187	0.146722	-0.300000
	0.129410	0.482963	-0.250000
	0.117851	0.117851	-0.250000
	0.482963	0.129410	-0.250000
	0.160988	-0.043137	-0.250000
	0.353553	-0.353553	-0.250000
	0.043137	-0.160988	-0.250000
	-0.129409	-0.482963	-0.250000
	-0.117851	-0.117851	-0.250000
	-0.482963	-0.129410	-0.250000
	-0.160988	0.043136	-0.250000
	-0.353553	0.353553	-0.250000
	-0.043137	0.160988	-0.250000
	0.114351	0.537981	-0.200000
	0.122674	0.136243	-0.200000
	0.523081	0.169959	-0.200000
	0.179327	-0.038117	-0.200000
	0.408730	-0.368022	-0.200000
	0.056653	-0.174360	-0.200000
	-0.114351	-0.537981	-0.200000
	-0.122674	-0.136243	-0.200000
	-0.523081	-0.169959	-0.200000
	-0.179327	0.038117	-0.200000
	-0.408730	0.368022	-0.200000
	-0.056653	0.174360	-0.200000
	0.093861	0.592613	-0.150000
	0.125864	0.155429	-0.150000
	0.560148	0.215021	-0.150000
	0.197538	-0.031287	-0.150000
	0.466288	-0.377592	-0.150000
	0.071674	-0.186716	-0.150000
	-0.093861	-0.592613	-0.150000
	-0.125864	-0.155429	-0.150000
	-0.560148	-0.215021	-0.150000
	-0.197538	0.031287	-0.150000
	-0.466288	0.377592	-0.150000
	-0.071674	0.186716	-0.150000
	0.067943	0.646439	-0.100000
	0.127353	0.175287	-0.100000
	0.593805	0.264379	-0.100000
	0.215480	-0.022648	-0.100000
	0.525861	-0.382060	-0.100000
	0.088126	-0.197935	-0.100000
	-0.067943	-0.646439	-0.100000
	-0.127353	-0.175287	-0.100000
	-0.593805	-0.264379	-0.100000
	-0.215480	0.022648	-0.100000
	-0.525861	0.382060	-0.100000
	-0.088126	0.197935	-0.100000
	0.036635	0.699041	-0.050000
	0.127082	0.195690	-0.050000
	0.623705	0.317793	-0.050000
	0.233014	-0.012212	-0.050000
	0.587069	-0.381247	-0.050000
	0.105931	-0.207902	-0.050000
	-0.036635	-0.699041	-0.050000
	-0.127082	-0.195690	-0.050000
	-0.623705	-0.317793	-0.050000
	-0.233014	0.012212	-0.050000
	-0.587069	0.381247	-0.050000
	-0.105931	0.207902	-0.050000
	0.000000	0.750000	0.000000
	0.125000	0.216506	0.000000
	0.649519	0.375000	0.000000
	0.250000	0.000000	0.000000
	0.649519	-0.375000	0.000000
	0.125000	-0.216506	0.000000
	0.000000	-0.750000	0.000000
	-0.125000	-0.216506	0.000000
	-0.649519	-0.375000	0.000000
	-0.250000	0.000000	0.000000
	-0.649519	0.375000	0.000000
	-0.125000	0.216506	0.000000
	0.036635	0.699041	0.050000
	0.127082	0.195690	0.050000
	0.623705	0.317793	0.050000
	0.233014	-0.012212	0.050000
	0.587069	-0.381247	0.050000
	0.105931	-0.207902	0.050000
	-0.036635	-0.699041	0.050000
	-0.127082	-0.195690	0.050000
	-0.623705	-0.317793	0.050000
	-0.233014	0.012212	0.050000
	-0.587069	0.381247	0.050000
	-0.105931	0.207902	0.050000
	0.067943	0.646439	0.100000
	0.127353	0.175287	0.100000
	0.593805	0.264379	0.100000
	0.215480	-0.022648	0.100000
	0.525861	-0.382060	0.100000
	0.088126	-0.197935	0.100000
	-0.067943	-0.646439	0.100000
	-0.127353	-0.175287	0.100000
	-0.593805	-0.264379	0.100000
	-0.215480	0.022648	0.100000
	-0.525861	0.382060	0.100000
	-0.088126	0.197935	0.100000
	0.093861	0.592613	0.150000
	0.125864	0.155429	0.150000
	0.560148	0.215021	0.150000
	0.197538	-0.031287	0.150000
	0.466288	-0.377592	0.150000
	0.071674	-0.186716	0.150000
	-0.093861	-0.592613	0.150000
	-0.125864	-0.155429	0.150000
	-0.560148	-0.215021	0.150000
	-0.197538	0.031287	0.150000
	-0.466288	0.377592	0.150000
	-0.071674	0.186716	0.150000
	0.114351	0.537981	0.200000
	0.122674	0.136243	0.200000
	0.523081	0.169959	0.200000
	0.179327	-0.038117	0.200000
	0.408730	-0.368022	0.200000
	0.056653	-0.174360	0.200000
	-0.114351	-0.537981	0.200000
	-0.122674	-0.136243	0.200000
	-0.523081	-0.169959	0.200000
	-0.179327	0.038117	0.200000
	-0.408730	0.368022	0.200000
	-0.056653	0.174360	0.200000
	0.129410	0.482963	0.250000
	0.117851	0.117851	0.250000
	0.482963	0.129410	0.250000
	0.160988	-0.043137	0.250000
	0.353553	-0.353553	0.250000
	0.043137	-0.160988	0.250000
	-0.129409	-0.482963	0.250000
	-0.117851	-0.117851	0.250000
	-0.482963	-0.129410	0.250000
	-0.160988	0.043136	0.250000
	-0.353553	0.353553	0.250000
	-0.043137	0.160988	0.250000
	0.139058	0.427975	0.300000
	0.111472	0.100370	0.300000
	0.440166	0.093560	0.300000
	0.142658	-0.046353	0.300000
	0.301109	-0.334415	0.300000
	0.031187	-0.146722	0.300000
	-0.139058	-0.427975	0.300000
	-0.111472	-0.100370	0.300000
	-0.440166	-0.093560	0.300000
	-0.142658	0.046353	0.300000
	-0.301109	0.334415	0.300000
	-0.031187	0.146722	0.300000
	0.143347	0.373432	0.350000
	0.103619	0.083909	0.350000
	0.395075	0.062574	0.350000
	0.124477	-0.047782	0.350000
	0.251728	-0.310858	0.350000
	0.020858	-0.131692	0.350000
	-0.143347	-0.373432	0.350000
	-0.103619	-0.083909	0.350000
	-0.395075	-0.062574	0.350000
	-0.124477	0.047782	0.350000
	-0.251728	0.310858	0.350000
	-0.020858	0.131692	0.350000
	0.142358	0.319741	0.400000
	0.094385	0.068575	0.400000
	0.348083	0.036585	0.400000
	0.106580	-0.047453	0.400000
	0.205725	-0.283156	0.400000
	0.012195	-0.116028	0.400000
	-0.142358	-0.319741	0.400000
